['অয়লার', 'সেটি', 'সে\u200cটি', 'কুমিল্লায়', 'মীন', 'এটাতো', 'ক্যাসিনো', 'বহিঃসংযোগ', 'যেগুলো', 'যেগু\u200cলো']
['ছেলে', 'ছে\u200cলে', 'সামনে', 'প্ল্যাটফর্মে', 'নেতৃত্বে', 'বিবরণী', 'নিল', 'আগেও', 'ময়নাতদন্তের', 'বাসে']
['অয়লার', 'কুমিল্লায়', 'এগুলি', 'সেটি', 'সে\u200cটি', 'ভ্রমন', 'কৃষ্ণনগর', 'বহিঃসংযোগ', 'কাপ্তাই', 'যেটাকে']
['অয়লার', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'বহিঃসংযোগ', 'এগুলি', 'মীন', 'কাপ্তাই', 'যেটাকে', 'ব্যবহূত']
['অয়লার', 'কুমিল্লায়', 'এগুলি', 'সেটি', 'সে\u200cটি', 'ভ্রমন', 'কৃষ্ণনগর', 'পাবনার', 'বহিঃসংযোগ', 'কাপ্তাই']
['সদস্য', 'সদস\u200d্য', 'ছেলেটা', 'আগেও', 'আদি', 'উঠেছিলো', 'দেখে', 'খাব', 'পারল', 'থাকাটাই']
['অয়লার', 'পাবনা', 'পাবনার', 'অইছে', 'নিয়ােগ', 'দ্যাটস', 'ব্যাপারটি', 'তোমাদেরকে', 'টানাটানি', 'ফরিদপুর']
['দর্শক', 'মিডিয়াতে', 'করিনি', 'ড্রাইভিং', 'করলি', 'কাউন্টারে', 'করেছি', 'ক\u200cরে\u200cছি', 'খাবি', 'কাউন্সিলর']
['শিক্ষক', 'আসেননি', 'যাইনি', 'হয়নি', 'কইরা', 'করিতেছি', 'করেছিস', 'দেখেছি', 'ভালোবাসো', 'লাগছে']
['অয়লার', 'ক্যাসিনো', 'এইরকম', 'যেগুলো', 'যেগু\u200cলো', 'হুট', 'এটাতো', 'অসাধারন', 'যেটার', 'রোমা']
['সম্পাদক', 'অন্তর', 'দখল', 'কেউ', 'আসমা', 'নোংরা', 'ঐশ্বর্য', 'খারিজ', 'রাব', 'নাগরিকত্ব']
['পণ্ডিত', 'কসাই', 'পড়ছিল', 'লাগলো', 'স্মার্ট', 'খুনি', 'চেষ্টায়', 'আশাক', 'দেখাতে', 'মিলে']
['ক্যাসিনো', 'এইরকম', 'হুট', 'যেগুলো', 'যেগু\u200cলো', 'সমীহ', 'অসাধারন', 'এটাতো', 'যেটার', 'রোমা']
['শুই', 'নিদর্শন', 'গি', 'শতাব্দীতে', 'তত্ত্বের', 'জানতাম', 'স্তর', 'মিঠি', 'ঘটক', 'প্রেমিক']
['অয়লার', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'বহিঃসংযোগ', 'এগুলি', 'মীন', 'কাপ্তাই', 'এটাতো', 'কৃষ্ণনগর']
['ধূর্ত', 'চেহারা', 'হেঁটেই', 'বেসে', 'উপমহাদেশের', 'সন্দিহান', 'উঠোনের', 'দাঁড়াতে', 'প্লেন', 'নেতৃত্বের']
['শিক্ষক', 'আসেননি', 'কইরা', 'হয়নি', 'যাইনি', 'করিতেছি', 'দেখেছি', 'ধইরা', 'মহকুমা', 'ভালোবাসো']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'পাবনার', 'এগুলি', 'সেটি', 'সে\u200cটি', 'ভ্রমন', 'কৃষ্ণনগর', 'অইছে']
['ছাত্র', 'ভোটাধিকার', 'উনিশ', 'বেরোচ্ছে', 'খাই', 'দারোগা', 'বক্তারা', 'হইলেও', 'ছাত্রছাত্রী', 'সমিতি']
['ধনী', 'মিডিয়াম', 'ইহুদি', 'দিয়েছ', 'রাজনীতিতে', 'রেখেছে', 'অধিবাসীদের', 'ডাক্তারদের', 'বাড়ল', 'উঠছেন']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'এগুলি', 'পাবনার', 'ভ্রমন', 'কৃষ্ণনগর', 'বহিঃসংযোগ']
['শিক্ষক', 'আসেননি', 'কইরা', 'হয়নি', 'যাইনি', 'করিতেছি', 'দেখেছি', 'ধইরা', 'মহকুমা', 'ভালোবাসো']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'এগুলি', 'পাবনার', 'সেটি', 'সে\u200cটি', 'ভ্রমন', 'কৃষ্ণনগর', 'অইছে']
['ছেলে', 'ছে\u200cলে', 'বাসে', 'প্ল্যাটফর্মে', 'যোগ্যতা', 'সামনে', 'নেতৃত্বে', 'গাইছে', 'ইকো', 'নিল']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'পাবনার', 'এগুলি', 'সেটি', 'সে\u200cটি', 'ভ্রমন', 'কৃষ্ণনগর', 'অইছে']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'এগুলি', 'পাবনার', 'ভ্রমন', 'কৃষ্ণনগর', 'বহিঃসংযোগ']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'পাবনার', 'এগুলি', 'সেটি', 'সে\u200cটি', 'ভ্রমন', 'কৃষ্ণনগর', 'অইছে']
['সদস্য', 'সদস\u200d্য', 'আগেও', 'ছেলেটাকে', 'তাঁ', 'আদি', 'তের', 'রক', 'দেখে', 'ছেলেটা']
['অয়লার', 'গুডস', 'পাবনা', 'পাবনার', 'অইছে', 'দ্যাটস', 'নিয়ােগ', 'ভ্রমন', 'এগুলি', 'তোমাদেরকে']
['দর্শক', 'মিডিয়াতে', 'করিনি', 'কাউন্টারে', 'ড্রাইভিং', 'করলি', 'চাইতে', 'কলেজ', 'ক\u200cলেজ', 'দেখাচ্ছি']
['শিক্ষক', 'আসেননি', 'কইরা', 'হয়নি', 'যাইনি', 'করিতেছি', 'দেখেছি', 'ধইরা', 'মহকুমা', 'ভালোবাসো']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'বহিঃসংযোগ', 'মীন', 'এগুলি', 'এটাতো', 'কাপ্তাই']
['দরকার', 'অদূরে', 'আনোয়ারুল', 'নাগরিকত্ব', '15', 'হাকিমের', 'জিএস', 'প্রতিকূল', 'কেউ', 'সম্পাদক']
['পণ্ডিত', 'পড়ছিল', 'লাগলো', 'কসাই', 'দেখলেন', 'হাউমাউ', 'লক্ষ', 'মিলে', 'খুনি', 'বাজা']
['অয়লার', 'গুডস', 'কুমিল্লায়', 'সেটি', 'সে\u200cটি', 'বহিঃসংযোগ', 'এগুলি', 'মীন', 'কাপ্তাই', 'এটাতো']
['অয়লার', 'পাবনার', 'চর', 'কুমিল্লায়', 'নিয়ােগ', 'ভ্রমন', 'তাত', 'সেটি', 'সে\u200cটি', 'এগুলি']
['অয়লার', 'গুডস', 'পাবনার', 'পাবনা', 'অইছে', 'কুমিল্লায়', 'নিয়ােগ', 'এগুলি', 'ভ্রমন', 'সেটি']
['অয়লার', 'গুডস', 'পাবনার', 'কুমিল্লায়', 'চর', 'সেটি', 'সে\u200cটি', 'এগুলি', 'নিয়ােগ', 'ভ্রমন']
['শিক্ষক', 'আসেননি', 'কইরা', 'হয়নি', 'ধইরা', 'যাইনি', 'করিতেছি', 'মহকুমা', 'দেখেছি', 'আহ্বায়ক']
['অয়লার', 'গুডস', 'পাবনা', 'পাবনার', 'অইছে', 'নিয়ােগ', 'ফরিদপুরে', 'ভ্রমন', 'দ্যাটস', 'ফরিদপুর']
['ছাত্র', 'খাই', 'হইলেও', 'বক্তারা', 'ভোটাধিকার', 'উনিশ', 'হওয়াটা', 'কমিটির', 'দারোগা', 'করিস']
['পরেছে', 'উঠছেন', 'ডাক্তারদের', 'মিডিয়াম', 'আছে', 'আ\u200cছে', 'ইহুদি', 'দিয়েছ', 'অধিবাসীদের', 'রগ']
['অয়লার', 'গুডস', 'পাবনা', 'পাবনার', 'অইছে', 'নিয়ােগ', 'কুমিল্লায়', 'ভ্রমন', 'এগুলি', 'দ্যাটস']
['শিক্ষক', 'আসেননি', 'কইরা', 'হয়নি', 'ধইরা', 'যাইনি', 'করিতেছি', 'মহকুমা', 'দেখেছি', 'আহ্বায়ক']
['অয়লার', 'গুডস', 'পাবনা', 'পাবনার', 'অইছে', 'নিয়ােগ', 'কুমিল্লায়', 'ভ্রমন', 'এগুলি', 'দ্যাটস']
['মানুষটাকে', 'যোগ্যতা', 'ছেলে', 'ছে\u200cলে', 'বাসে', 'মাথায়', 'ইউটিউবে', 'সন্তান', 'বানিয়েছেন', 'গাইছে']
['অয়লার', 'গুডস', 'পাবনা', 'পাবনার', 'অইছে', 'নিয়ােগ', 'কুমিল্লায়', 'ভ্রমন', 'ফরিদপুরে', 'এগুলি']
['অয়লার', 'গুডস', 'পাবনা', 'পাবনার', 'অইছে', 'নিয়ােগ', 'কুমিল্লায়', 'ভ্রমন', 'এগুলি', 'দ্যাটস']
['অয়লার', 'গুডস', 'পাবনা', 'পাবনার', 'অইছে', 'নিয়ােগ', 'ফরিদপুরে', 'ভ্রমন', 'কুমিল্লায়', 'দ্যাটস']
['তাঁ', 'গোছানো', 'রক', 'শুনেছেন', 'ছেলেটাকে', 'আগেও', 'বদি', 'নামেন', 'অথ', 'তের']
['অয়লার', 'গুডস', 'পাবনা', 'ফরিদপুরে', 'ফরিদপুরের', 'পাবনার', 'ফরিদপুর', 'অইছে', 'ঝিনাইদহ', 'সখী']
['দর্শক', 'মিডিয়াতে', 'করিনি', 'কলেজ', 'ক\u200cলেজ', 'লিডার', 'কাউন্টারে', 'চাইতে', 'লেগেছে', 'করিয়াছি']
['শিক্ষক', 'আসেননি', 'কইরা', 'হয়নি', 'ধইরা', 'যাইনি', 'করিতেছি', 'মহকুমা', 'দেখেছি', 'আহ্বায়ক']
['অয়লার', 'গুডস', 'পাবনার', 'কুমিল্লায়', 'পাবনা', 'অইছে', 'এগুলি', 'সেটি', 'সে\u200cটি', 'ভ্রমন']
['আনোয়ারুল', '15', 'হাকিমের', '৩০টি', 'বিসিবির', 'মঞ্চস্থ', 'দরকার', 'ফটোশপ', '31', 'শান্তিতে']
['খাও', 'হাউমাউ', 'মেরেছে', 'বাজা', 'ঘট', 'পড়ছিল', 'অনুরাধা', 'লক্ষ', 'চালাকি', 'এটাতে']
['অয়লার', 'গুডস', 'পাবনার', 'পাবনা', 'কুমিল্লায়', 'অইছে', 'নিয়ােগ', 'এগুলি', 'ভ্রমন', 'সেটি']
['জিগলার', 'আহা', 'শালিক', 'ব্যবস্থাপক', 'নত', 'পঙ্কজ', 'নাকে', 'বেদ', 'বৃত্তি', 'উদ্বাস্তু']
['অয়লার', 'ফ্রেড্রিক', 'জিগলার', 'হুট', 'যেরূপ', 'এটাতো', 'ক্যাসিনো', 'বেষ্ট', 'দমবন্ধ', 'রোমা']
['জিগলার', 'নত', 'অনুকূল', 'অনুমোদন', 'ছা', 'মদদ', 'পারমিশন', 'হেয়', 'ফিল্ডিং', 'উচ্ছেদ']
['মাড়িয়ে', 'আল্লাহ', 'আল্লাহ\u200c', 'عليه', 'নিয়ত', 'মজুর', 'হন্তদন্ত', 'বাথ', 'সৈয়দ', 'হাঁস']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'রোমা', 'যেরূপ', 'চাচ্ছি', 'বৈকি', 'সমীহ']
['বিদ্রূপের', 'ক্ষুদ্রঋণ', 'মরণে', 'ইকার', 'তানজিলার', 'বাতের', 'বেলালের', 'তাহিরের', 'স্ম্যাশ', 'প্রারম্ভের']
['ভেলোরে', 'র\u200d্যাফট', 'জেনেসিও', 'তাসামুল', 'তারেন', 'বক্কর', 'ফ্লোয়েম', 'স্যানিটারি', 'এক্টন', 'কেইন']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'রোমা', 'যেরূপ', 'সমীহ', 'এইরকম', 'আবহে']
['শিক্ষকরা', '৭টা', 'ম্যাগ', 'রিব', 'ফিলিস্তিনি', 'দিতি', 'লেবার', 'চাম', 'নির্ধারিত', 'ডিএস']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'রোমা', 'যেরূপ', 'সমীহ', 'এইরকম', 'চাচ্ছি']
['স্যানিটারি', 'বক্কর', 'শেখে', 'থেকো', 'তাসামুল', 'কবরের', 'কারাগারে', 'র\u200d্যাফট', 'শাস্ত্রে', 'প্রতিচ্ছবি']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'রোমা', 'যেরূপ', 'সমীহ', 'এইরকম', 'চাচ্ছি']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'রোমা', 'যেরূপ', 'সমীহ', 'এইরকম', 'আবহে']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'রোমা', 'যেরূপ', 'চাচ্ছি', 'বৈকি', 'সমীহ']
['স্যানিটারি', 'শেখে', 'বক্কর', 'থেকো', 'গাও', 'কারাগারে', 'ভৃত্য', 'লাগায়', 'অধিকারের', 'হিজ']
['অয়লার', 'ফ্রেড্রিক', 'এটাতো', 'হুট', 'ক্যাসিনো', 'চাচ্ছি', 'সেটি', 'সে\u200cটি', 'বৈকি', 'রোমা']
['অটিস্টিক', 'খুশল', 'জানাচ্ছিলেন', 'ট্যাগো', 'শর্টস', 'কক্কর', 'পেপারস', 'অ্যানাস', 'স্ট্রেস', 'পারিপার্শ্বিকতায়']
['শিক্ষকরা', '৭টা', 'ম্যাগ', 'রিব', 'ফিলিস্তিনি', 'দিতি', 'লেবার', 'চাম', 'নির্ধারিত', 'ডিএস']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'যেরূপ', 'রোমা', 'বেষ্ট', 'সমীহ', 'রুদ্ধ']
['শেখে', 'হও', 'ডাইনি', 'আন্টি', 'রণবীর', 'আরু', 'বিবেচনায়', 'লিখলাম', 'আল্লা', 'ভিজতে']
['একজন', 'ঘোড়া', 'তুললো', 'বলতে', 'থাপ্পড়', 'অপছন্দ', 'বদলায়', 'বৃথা', 'মরবে', 'মেরে']
['অয়লার', 'ফ্রেড্রিক', 'হুট', 'এটাতো', 'ক্যাসিনো', 'যেরূপ', 'রোমা', 'বেষ্ট', 'সমীহ', 'গন্ডগোল']
['ফ্রাঙ্কো', 'অ্যাঞ্জেলো', 'লেগো', 'পিতি', 'মন্দি', 'টেম্পো', 'কংগো', 'লিডো', 'সান্তো', 'বিশেষজ্ঞেরা']
['মাঝিরা', 'মামারা', 'ইদ্রিসা', 'রঙ্গা', 'স্যারেরা', 'হাসা', 'অন্যেরা', 'গুমা', 'স্রষ্টারা', 'ডাক্তারেরা']
['দানি', 'পিতি', 'বিশেষজ্ঞেরা', 'ফাকি', 'সন্ধা', 'মন্দি', 'কলমা', 'ফ্রাঙ্কো', 'পোকারা', 'ছাত্রেরা']
['জরো', 'অ্যাঞ্জেলো', 'পেঁচ', 'সান্তো', 'কংগো', 'লেগো', 'ব্লো', 'ফ্রাঙ্কো', 'গ্রিকো', 'ভাঁজো']
['টিচার', 'খাই', 'অসন্তুষ্ট', 'প্রশিক্ষক', 'হইয়াছে', 'ড্রাইভিং', 'অগ্রগতি', 'ভালবাসে', 'লাইগা', 'কাউন্সিলর']
['সংখ্যালঘুদের', 'ধরে', 'ধ\u200cরে', 'সন্ত্রাসী', 'চাইনা', 'বেকারত্ব', 'পুলিশকে', 'হাসছে', 'সমিতি', 'ছেলেমেয়ে']
['সংগঠনটি', 'ইব', 'ডিসেম্বর', 'নামে', 'না\u200cমে', 'হইতো', 'ক্ষমার', 'সামনে', 'পরেই', 'চাইতো']
['মাঝিরা', 'মামারা', 'নাটা', 'স্যারেরা', 'হাসা', 'ভিলেনা', 'ইদ্রিসা', 'স্রষ্টারা', 'রঙ্গা', 'হাকিমেরা']
['টিচার', 'খাই', 'অসন্তুষ্ট', 'প্রশিক্ষক', 'হইয়াছে', 'ড্রাইভিং', 'অগ্রগতি', 'ভালবাসে', 'লাইগা', 'কাউন্সিলর']
['মাঝিরা', 'মামারা', 'নাটা', 'স্যারেরা', 'হাসা', 'ভিলেনা', 'স্রষ্টারা', 'ইদ্রিসা', 'রঙ্গা', 'জমিদারেরা']
['ডিসেম্বর', 'সাইদ', 'নামে', 'না\u200cমে', 'করিয়ে', 'নির্মল', 'সালে', 'সা\u200cলে', '\u200eসালে', 'বংশধর']
['মাঝিরা', 'মামারা', 'নাটা', 'স্যারেরা', 'ভিলেনা', 'হাসা', 'স্রষ্টারা', 'ইদ্রিসা', 'জমিদারেরা', 'হাকিমেরা']
['মাঝিরা', 'মামারা', 'নাটা', 'স্যারেরা', 'হাসা', 'ভিলেনা', 'ইদ্রিসা', 'স্রষ্টারা', 'রঙ্গা', 'হাকিমেরা']
['মাঝিরা', 'মামারা', 'নাটা', 'স্যারেরা', 'ভিলেনা', 'হাসা', 'স্রষ্টারা', 'ইদ্রিসা', 'জমিদারেরা', 'হাকিমেরা']
['নামে', 'না\u200cমে', 'সাইদ', 'করিয়ে', 'সালে', 'সা\u200cলে', '\u200eসালে', 'বংশধর', 'ফেলতে', 'নির্মল']
['মাঝিরা', 'নাটা', 'মামারা', 'স্রষ্টারা', 'ভিলেনা', 'ইদ্রিসা', 'স্যারেরা', 'জমিদারেরা', 'হাকিমেরা', 'হাসা']
['জার্সি', 'ইউনিভার্সিটিতে', 'দর্শক', 'তৃণমূলে', 'অপমানে', 'চাইনা', 'কমেছে', 'রিমান্ডে', 'নেই', 'স্কাউট']
['টিচার', 'খাই', 'অসন্তুষ্ট', 'প্রশিক্ষক', 'হইয়াছে', 'ড্রাইভিং', 'অগ্রগতি', 'ভালবাসে', 'লাইগা', 'কাউন্সিলর']
['মাঝিরা', 'মামারা', 'স্যারেরা', 'হাসা', 'রঙ্গা', 'ইদ্রিসা', 'নাটা', 'মনিরা', 'স্রষ্টারা', 'ভিলেনা']
['মুচকি', 'শিরোনামের', 'কুরাইশ', 'স্লোগান', 'প্রথা', 'সহিংসতায়', '১৯৩', 'সস্তায়', '১৯৯৩', 'সর্বোপরি']
['১৯০৫', '১৯৮৬', 'রহিত', 'সিনেটর', 'মৌলবাদী', 'পশ্চিমা', 'ব্রহ্মা', 'হাবীব', 'ফাউ', 'কি']
['মাঝিরা', 'মামারা', 'রঙ্গা', 'স্যারেরা', 'ইদ্রিসা', 'হাসা', 'স্রষ্টারা', 'অন্যেরা', 'নাটা', 'মনিরা']
['পেইজ', 'দয়া', 'দয়ালু', 'দায়বদ্ধ', 'বাসায়', 'বিক্ষোভকারীরা', 'কুতুব', 'নিযুক্ত', '2002', 'মানুষগুলো']
['ফ্রেড্রিক', 'কতই', 'এটাতো', 'হুট', 'শীঘ্র', 'পাছে', 'গন্ডগোল', 'মীন', 'যেরূপ', 'সেটি']
['খানম', 'উপজাত', 'জিডি', 'প্রত্ন', 'মেডিসিন', 'পেন্ট', 'জলদি', 'বিবিসিকে', 'সচিবালয়', 'থাকাকালে']
['মনমোহন', 'ঝুলে', 'অবকাঠামো', 'ঙ', '৬ষ্ঠ', 'ী', 'আমাকেই', 'ওক', 'টমেটো', 'রাত্র']
['আহ্বায়ক', 'আসেননি', 'যাইনি', 'শিক্ষক', 'মানববন্ধন', 'হয়নি', 'করিতেছি', 'ধইরা', 'কইরা', 'কমিটি']
['অয়লার', 'সেটি', 'সে\u200cটি', 'ফ্রেড্রিক', 'মীন', 'কুমিল্লায়', 'এগুলি', 'পাবনার', 'এটাতো', 'বহিঃসংযোগ']
['কাই', 'মন্ত্রণালয়', 'পারবো', 'বছরেই', 'অর্গান', 'দিতেন', 'আগস্ট', 'রক্ষায়', 'হার', 'উঠছেন']
['অয়লার', 'ফ্রেড্রিক', 'সেটি', 'সে\u200cটি', 'এটাতো', 'মীন', 'কুমিল্লায়', 'সংগ্রহ', 'বহিঃসংযোগ', 'এগুলি']
['আহ্বায়ক', 'আসেননি', 'যাইনি', 'শিক্ষক', 'মানববন্ধন', 'হয়নি', 'করিতেছি', 'ধইরা', 'কইরা', 'কমিটি']
['অয়লার', 'ফ্রেড্রিক', 'সেটি', 'সে\u200cটি', 'মীন', 'এটাতো', 'কুমিল্লায়', 'এগুলি', 'সংগ্রহ', 'বহিঃসংযোগ']
['পরিবারকে', 'ময়নাতদন্তের', 'ইকো', 'বাসে', 'রুমে', 'সিনহা', 'সন্তান', 'গাইছে', 'সিনিয়র', 'ছেলে']
['অয়লার', 'সেটি', 'সে\u200cটি', 'ফ্রেড্রিক', 'মীন', 'কুমিল্লায়', 'এটাতো', 'এগুলি', 'বহিঃসংযোগ', 'সংগ্রহ']
['অয়লার', 'ফ্রেড্রিক', 'সেটি', 'সে\u200cটি', 'এটাতো', 'মীন', 'কুমিল্লায়', 'সংগ্রহ', 'বহিঃসংযোগ', 'এগুলি']
['অয়লার', 'সেটি', 'সে\u200cটি', 'ফ্রেড্রিক', 'মীন', 'কুমিল্লায়', 'এগুলি', 'এটাতো', 'পাবনার', 'বহিঃসংযোগ']
['অফিসে', 'দর্শকদের', 'মুরগীর', 'পরিচ্ছন্ন', 'জহিরুল', 'প্রতিরোধে', 'ডিপার্টমেন্টের', 'তিনতলা', 'বদি', 'হইলে']
['অয়লার', 'গুডস', 'পাবনার', 'সেটি', 'সে\u200cটি', 'অইছে', 'নিয়ােগ', 'এগুলি', 'কুমিল্লায়', 'পাবনা']
['আসেননি', 'দর্শক', 'করিনি', 'যাইনি', 'শিক্ষক', 'মিডিয়াতে', 'লিডার', 'হয়নি', 'করেছিস', 'দেখাচ্ছি']
['আহ্বায়ক', 'আসেননি', 'যাইনি', 'শিক্ষক', 'মানববন্ধন', 'হয়নি', 'করিতেছি', 'ধইরা', 'কইরা', 'কমিটি']
['অয়লার', 'ফ্রেড্রিক', 'এটাতো', 'হুট', 'শীঘ্র', 'সেটি', 'সে\u200cটি', 'মীন', 'রোমা', 'সংগ্রহ']
